Values,Predict,Lable,CellType,predict_x,predict_y
V21298,S735,S735,Microglia,23,85
V13340,S736,S736,Neurogenesis,23,86
V18342,S736,S736,CA1,23,86
V15879,S736,S736,Microglia,23,86
V12642,S737,S737,Neurogenesis,23,88
V12935,S737,S737,Gad2,23,88
V21600,S738,S738,Cajal Retzius,24,16
V10255,S739,S739,Dentate,24,18
V12432,S739,S739,Dentate,24,18
V14285,S739,S739,Dentate,24,18
V21717,S739,S739,Dentate,24,18
V2986,S739,S2050,Dentate,24,18
V17424,S739,S2166,Dentate,24,18
V3716,S740,S740,Cajal Retzius,24,19
V16693,S740,S740,Cajal Retzius,24,19
V21278,S740,S740,Cajal Retzius,24,19
V13809,S740,S740,Sic17ab,24,19
V9409,S741,S741,CA1,24,20
V13136,S741,S741,Endothelial,24,20
V22829,S741,S741,Cajal Retzius,24,20
V18779,S741,S741,Dentate,24,20
V20855,S741,S741,Cajal Retzius,24,20
V3826,S741,S741,Cajal Retzius,24,20
V1207,S742,S742,Dentate,24,21
V7651,S742,S742,Cajal Retzius,24,21
V15908,S742,S742,Cajal Retzius,24,21
V10867,S742,S742,Sic17ab,24,21
V14912,S742,S452,Cajal Retzius,24,21
V19,S743,S743,CA1,24,22
V22054,S743,S743,CA1,24,22
V8516,S743,S743,Cajal Retzius,24,22
V2605,S743,S743,Neurogenesis,24,22
V17669,S743,S743,Cajal Retzius,24,22
V6204,S743,S3701,Cajal Retzius,24,22
V20035,S743,S831,Cajal Retzius,24,22
V7492,S744,S744,Cajal Retzius,24,23
V9429,S744,S744,Cajal Retzius,24,23
V14930,S744,S744,Entorhinal,24,23
V12737,S744,S744,Cajal Retzius,24,23
V15635,S744,S744,Cajal Retzius,24,23
V9649,S745,S745,Neurogenesis,24,24
V23009,S745,S745,Cajal Retzius,24,24
V23165,S745,S745,Cajal Retzius,24,24
V13200,S745,S745,Dentate,24,24
V16172,S745,S745,Cajal Retzius,24,24
V1206,S746,S746,Sic17ab,24,25
V17659,S746,S746,Cajal Retzius,24,25
V21396,S746,S2251,Sic17ab,24,25
V262,S747,S747,Dentate,24,26
V17274,S747,S747,Cajal Retzius,24,26
V21766,S747,S747,Neurogenesis,24,26
V20797,S747,S747,Sic17ab,24,26
V19840,S747,S747,Cajal Retzius,24,26
V3434,S747,S747,Sic17ab,24,26
V5536,S748,S748,CA1,24,27
V18709,S748,S748,Dentate,24,27
V2972,S748,S748,Cajal Retzius,24,27
V17425,S748,S748,Cajal Retzius,24,27
V12170,S748,S748,Cajal Retzius,24,27
V5013,S748,S748,Cajal Retzius,24,27
V9736,S749,S749,Cajal Retzius,24,28
V10170,S749,S749,Fibroblast,24,28
V19681,S749,S749,Dentate,24,28
V11390,S749,S1304,Fibroblast,24,28
V14934,S750,S750,CA1,24,29
V138,S750,S750,Polydendrocyte,24,29
V13500,S750,S750,Neurogenesis,24,29
V18602,S750,S750,Cajal Retzius,24,29
V7210,S750,S750,Cajal Retzius,24,29
V4118,S750,S750,Cajal Retzius,24,29
V4811,S751,S751,Endothelial,24,30
V16139,S751,S751,Gad2,24,30
V20223,S751,S751,Sic17ab,24,30
V5849,S751,S751,Neurogenesis,24,30
V10763,S751,S751,Fibroblast,24,30
V12471,S752,S752,Sic17ab,24,31
V12910,S752,S752,Cajal Retzius,24,31
V1176,S752,S752,Neurogenesis,24,31
V6933,S752,S752,Cajal Retzius,24,31
V8416,S752,S752,Astrocyte,24,31
V11807,S753,S753,Sic17ab,24,32
V19317,S753,S753,Sic17ab,24,32
V14064,S753,S753,Sic17ab,24,32
V6990,S753,S753,Sic17ab,24,32
V22088,S753,S753,Astrocyte,24,32
V2258,S753,S753,Sic17ab,24,32
V518,S753,S3811,Sic17ab,24,32
V3639,S754,S754,Gad2,24,33
V9230,S754,S754,Entorhinal,24,33
V7049,S754,S754,Cajal Retzius,24,33
V12203,S754,S754,Sic17ab,24,33
V5995,S754,S754,Gad2,24,33
V14863,S754,S754,Polydendrocyte,24,33
V6929,S754,S1597,Cajal Retzius,24,33
V395,S755,S755,Cajal Retzius,24,34
V7758,S755,S755,CA1,24,34
V7261,S755,S755,Neurogenesis,24,34
V10276,S755,S755,Neurogenesis,24,34
V17136,S755,S755,Dentate,24,34
V2206,S755,S755,Astrocyte,24,34
V3601,S756,S756,Cajal Retzius,24,35
V16765,S756,S756,Cajal Retzius,24,35
V4612,S756,S756,Neurogenesis,24,35
V10372,S756,S756,Cajal Retzius,24,35
V1700,S756,S756,Microglia,24,35
V2090,S757,S757,Gad2,24,36
V8754,S757,S757,Cajal Retzius,24,36
V15263,S757,S757,Ependyma,24,36
V22449,S757,S757,Gad2,24,36
V7834,S757,S2069,Gad2,24,36
V13770,S757,S1518,Gad2,24,36
V12290,S757,S4462,Cajal Retzius,24,36
V2583,S758,S758,Sic17ab,24,37
V14420,S758,S758,Cajal Retzius,24,37
V20372,S758,S758,Neurogenesis,24,37
V14289,S758,S758,Sic17ab,24,37
V3222,S758,S758,Sic17ab,24,37
V1270,S758,S758,Astrocyte,24,37
V2522,S759,S759,Neurogenesis,24,38
V23174,S759,S759,Neurogenesis,24,38
V12909,S759,S759,Ependyma,24,38
V16043,S759,S759,Fibroblast,24,38
V11468,S759,S759,Microglia,24,38
V1228,S760,S760,Dentate,24,39
V10626,S760,S760,Endothelial,24,39
V15976,S760,S760,Gad2,24,39
V1686,S760,S760,Sic17ab,24,39
V8359,S760,S760,Cajal Retzius,24,39
V23321,S760,S633,Sic17ab,24,39
V21948,S760,S385,Cajal Retzius,24,39
V16281,S760,S4008,Cajal Retzius,24,39
V11147,S761,S761,Microglia,24,40
V12698,S761,S761,Cajal Retzius,24,40
V16312,S761,S761,Cajal Retzius,24,40
V4151,S761,S761,Sic17ab,24,40
V23262,S761,S761,Entorhinal,24,40
V16300,S761,S2174,Cajal Retzius,24,40
V6510,S762,S762,Cajal Retzius,24,41
V19715,S762,S762,Polydendrocyte,24,41
V6138,S762,S762,Gad2,24,41
V21059,S762,S762,Polydendrocyte,24,41
V12690,S762,S762,Sic17ab,24,41
V11293,S762,S762,Neurogenesis,24,41
V3763,S762,S762,Dentate,24,41
V14235,S763,S763,Fibroblast,24,42
V19574,S763,S763,Gad2,24,42
V22345,S763,S763,Cajal Retzius,24,42
V6850,S763,S763,Cajal Retzius,24,42
V18807,S764,S764,Cajal Retzius,24,43
V13933,S764,S764,Entorhinal,24,43
V19504,S764,S764,Ependyma,24,43
V503,S764,S764,Dentate,24,43
V9532,S764,S764,Dentate,24,43
V21004,S764,S764,Cajal Retzius,24,43
V3344,S764,S764,Neurogenesis,24,43
V442,S765,S765,Neurogenesis,24,44
V20760,S765,S765,Cajal Retzius,24,44
V16661,S765,S765,Microglia,24,44
V19569,S765,S765,Cajal Retzius,24,44
V22241,S766,S766,Neurogenesis,24,45
V10266,S766,S766,Neurogenesis,24,45
V12588,S766,S766,Cajal Retzius,24,45
V17080,S767,S767,Sic17ab,24,46
V22276,S767,S767,Dentate,24,46
V13087,S767,S767,Cajal Retzius,24,46
V13167,S767,S767,Cajal Retzius,24,46
V18472,S767,S767,Dentate,24,46
V18467,S767,S767,Cajal Retzius,24,46
V8252,S767,S767,Astrocyte,24,46
V8189,S768,S768,Microglia,24,47
V7996,S768,S768,Cajal Retzius,24,47
V10202,S768,S768,Cajal Retzius,24,47
V10171,S768,S768,Ependyma,24,47
V18062,S769,S769,Cajal Retzius,24,48
V19434,S769,S769,Entorhinal,24,48
V21608,S769,S769,Entorhinal,24,48
V1043,S769,S769,Endothelial,24,48
V5571,S769,S769,Microglia,24,48
V11712,S769,S769,Cajal Retzius,24,48
V11813,S770,S770,Astrocyte,24,49
V18622,S770,S770,Polydendrocyte,24,49
V20206,S770,S770,Sic17ab,24,49
V21507,S770,S770,Neurogenesis,24,49
V5731,S770,S770,Dentate,24,49
V22536,S770,S4305,Dentate,24,49
V2934,S771,S771,Sic17ab,24,50
V10725,S771,S771,Cajal Retzius,24,50
V14036,S771,S771,Cajal Retzius,24,50
V19290,S771,S771,Neurogenesis,24,50
V10753,S771,S771,Ependyma,24,50
V18080,S771,S771,Dentate,24,50
V6517,S772,S772,Entorhinal,24,51
V10534,S772,S772,Sic17ab,24,51
V15111,S772,S772,Microglia,24,51
V20260,S772,S772,Entorhinal,24,51
V20792,S772,S772,Entorhinal,24,51
V13350,S772,S772,Neurogenesis,24,51
V14172,S773,S773,Cajal Retzius,24,52
V14239,S773,S773,Dentate,24,52
V22226,S773,S773,Dentate,24,52
V3186,S773,S773,Sic17ab,24,52
V7296,S773,S773,Dentate,24,52
V18972,S773,S773,Cajal Retzius,24,52
V7372,S774,S774,Endothelial,24,53
V7541,S774,S774,Polydendrocyte,24,53
V16696,S774,S774,Endothelial,24,53
V9873,S774,S774,Ependyma,24,53
V21521,S774,S774,Neurogenesis,24,53
V13687,S774,S774,Neurogenesis,24,53
V4573,S775,S775,Microglia,24,54
V12082,S775,S775,Cajal Retzius,24,54
V13329,S775,S775,Endothelial,24,54
V10278,S775,S775,Sic17ab,24,54
V9306,S775,S775,Microglia,24,54
V14646,S775,S775,Cajal Retzius,24,54
V17592,S776,S776,Cajal Retzius,24,55
V1646,S776,S776,Cajal Retzius,24,55
V830,S776,S776,Cajal Retzius,24,55
V14889,S776,S776,Neurogenesis,24,55
V15196,S776,S776,Cajal Retzius,24,55
V1122,S777,S777,Neurogenesis,24,56
V1823,S777,S777,Entorhinal,24,56
V9826,S777,S777,Cajal Retzius,24,56
V8447,S777,S777,Cajal Retzius,24,56
V22240,S777,S777,Cajal Retzius,24,56
V9446,S777,S1876,Cajal Retzius,24,56
V9751,S778,S778,Endothelial,24,57
V16706,S778,S778,Ependyma,24,57
V22978,S778,S778,Sic17ab,24,57
V20026,S778,S778,Entorhinal,24,57
V4254,S778,S778,Cajal Retzius,24,57
V8798,S778,S778,Cajal Retzius,24,57
V10165,S779,S779,Entorhinal,24,58
V11379,S779,S779,Neurogenesis,24,58
V16436,S779,S779,Sic17ab,24,58
V18013,S779,S779,CA1,24,58
V20475,S779,S779,Microglia,24,58
V18931,S779,S779,Neurogenesis,24,58
V12086,S779,S779,Astrocyte,24,58
V756,S780,S780,Ependyma,24,59
V825,S780,S780,Dentate,24,59
V2312,S780,S780,Microglia,24,59
V19709,S780,S780,Neurogenesis,24,59
V20470,S780,S780,Dentate,24,59
V21124,S780,S780,Cajal Retzius,24,59
V15305,S780,S780,Sic17ab,24,59
V11349,S781,S781,Polydendrocyte,24,60
V14404,S781,S781,Cajal Retzius,24,60
V15612,S781,S781,Neurogenesis,24,60
V7370,S781,S781,Cajal Retzius,24,60
V7793,S781,S3078,Neurogenesis,24,60
V2595,S782,S782,Polydendrocyte,24,61
V8367,S782,S782,Ependyma,24,61
V16421,S782,S782,Polydendrocyte,24,61
V6501,S782,S782,Fibroblast,24,61
V4909,S783,S783,Ependyma,24,62
V9080,S783,S783,Endothelial,24,62
V10755,S783,S783,Cajal Retzius,24,62
V19700,S783,S783,Entorhinal,24,62
V17130,S783,S783,Microglia,24,62
V7129,S784,S784,Polydendrocyte,24,63
V11348,S784,S784,Endothelial,24,63
V4439,S784,S784,Cajal Retzius,24,63
V2367,S785,S785,Cajal Retzius,24,64
V13898,S785,S785,Astrocyte,24,64
V20667,S785,S785,Polydendrocyte,24,64
V3865,S785,S785,Neurogenesis,24,64
V2236,S786,S786,Dentate,24,65
V7198,S786,S786,Astrocyte,24,65
V10497,S786,S786,Fibroblast,24,65
V15239,S786,S786,Neurogenesis,24,65
V17615,S786,S786,Ependyma,24,65
V3082,S786,S786,Oligodendrocyte,24,65
V1820,S787,S787,Polydendrocyte,24,66
V20537,S787,S787,Cajal Retzius,24,66
V11958,S787,S787,Cajal Retzius,24,66
V4949,S787,S787,Astrocyte,24,66
V7359,S788,S788,Cajal Retzius,24,67
V8914,S788,S3282,Cajal Retzius,24,67
V20103,S788,S4150,Cajal Retzius,24,67
V16275,S789,S789,Gad2,24,68
V19235,S789,S789,Astrocyte,24,68
V19605,S789,S789,Cajal Retzius,24,68
V20925,S789,S789,Gad2,24,68
V12468,S789,S302,Cajal Retzius,24,68
V9919,S790,S790,Sic17ab,24,69
V1243,S790,S790,Astrocyte,24,69
V2737,S790,S575,Astrocyte,24,69
V12259,S790,S2994,Astrocyte,24,69
V4546,S791,S791,Neurogenesis,24,70
V6383,S791,S791,Dentate,24,70
V10122,S792,S792,Sic17ab,24,71
V13971,S792,S792,Neurogenesis,24,71
V21162,S792,S792,CA1,24,71
V5085,S792,S792,Dentate,24,71
V15384,S792,S792,Dentate,24,71
V14918,S792,S792,Ependyma,24,71
V9584,S793,S793,Dentate,24,72
V13641,S793,S793,Entorhinal,24,72
V13710,S793,S793,Sic17ab,24,72
V19241,S793,S793,Sic17ab,24,72
V8206,S793,S793,Cajal Retzius,24,72
V13257,S794,S794,Neurogenesis,24,73
V17982,S794,S794,Microglia,24,73
V21856,S794,S794,Sic17ab,24,73
V22034,S794,S794,Dentate,24,73
V5833,S794,S794,Cajal Retzius,24,73
V11877,S794,S1790,Microglia,24,73
V4600,S795,S795,Neurogenesis,24,74
V12772,S795,S795,Neurogenesis,24,74
V21714,S795,S795,Dentate,24,74
V20799,S795,S795,Neurogenesis,24,74
V12577,S795,S795,Dentate,24,74
V19304,S795,S795,Dentate,24,74
V15109,S795,S2190,Neurogenesis,24,74
V18137,S796,S796,Neurogenesis,24,75
V12645,S797,S797,Dentate,24,76
V13226,S797,S3347,Dentate,24,76
V7726,S798,S798,Neurogenesis,24,80
V8000,S798,S798,Dentate,24,80
V16341,S798,S798,CA1,24,80
V9370,S798,S2170,Neurogenesis,24,80
V22468,S798,S205,Dentate,24,80
V3012,S799,S799,Cajal Retzius,24,81
V8469,S799,S799,Cajal Retzius,24,81
V13774,S799,S799,Neurogenesis,24,81
V16636,S799,S799,Cajal Retzius,24,81
V10801,S799,S358,Cajal Retzius,24,81
V6554,S800,S800,CA1,24,86
V9322,S800,S800,Cajal Retzius,24,86
V13438,S800,S800,Neurogenesis,24,86
V20982,S800,S800,Ependyma,24,86
V17126,S800,S3046,Cajal Retzius,24,86
V13537,S800,S4500,Cajal Retzius,24,86
V20794,S801,S801,Dentate,24,88
V19848,S801,S801,Cajal Retzius,24,88
V17932,S801,S801,Cajal Retzius,24,88
V3706,S801,S4120,Cajal Retzius,24,88
V18265,S801,S801,Cajal Retzius,24,88
V5414,S801,S337,Cajal Retzius,24,88
V19535,S802,S802,Cajal Retzius,24,89
V18811,S802,S802,Cajal Retzius,24,89
V13369,S802,S3837,Cajal Retzius,24,89
V13313,S802,S286,Cajal Retzius,24,89
V14245,S803,S803,Endothelial,25,17
V1636,S804,S804,Dentate,25,18
V13945,S804,S804,CA1,25,18
V14925,S804,S804,Sic17ab,25,18
V21712,S804,S804,Cajal Retzius,25,18
V20748,S804,S1583,Sic17ab,25,18
V8540,S805,S805,Cajal Retzius,25,19
V17747,S805,S805,Cajal Retzius,25,19
V5585,S805,S805,Neurogenesis,25,19
V18208,S805,S627,Cajal Retzius,25,19
V6649,S806,S806,CA1,25,20
V8445,S806,S806,CA1,25,20
V11134,S806,S806,Entorhinal,25,20
V14288,S806,S806,Sic17ab,25,20
V8055,S806,S149,Sic17ab,25,20
V10867,S806,S742,Sic17ab,25,20
V11697,S806,S1090,Sic17ab,25,20
V6133,S807,S807,CA1,25,21
V14351,S807,S807,Cajal Retzius,25,21
V2992,S807,S807,Cajal Retzius,25,21
V14677,S807,S3286,CA1,25,21
V8006,S807,S925,CA1,25,21
V7831,S808,S808,Cajal Retzius,25,22
V19778,S808,S808,Cajal Retzius,25,22
V16245,S808,S808,Neurogenesis,25,22
V19345,S808,S808,Neurogenesis,25,22
V16119,S809,S809,Polydendrocyte,25,23
V16896,S809,S809,Endothelial,25,23
V21376,S809,S809,Dentate,25,23
V21790,S809,S809,Dentate,25,23
V19757,S809,S809,Cajal Retzius,25,23
V1116,S810,S810,Entorhinal,25,24
V6790,S810,S810,CA2CA3,25,24
V19005,S810,S810,Entorhinal,25,24
V5088,S810,S810,Cajal Retzius,25,24
V17125,S810,S810,Ependyma,25,24
V12207,S810,S1459,Entorhinal,25,24
V2018,S810,S3159,Cajal Retzius,25,24
V2608,S811,S811,CA1,25,25
V8678,S811,S811,Cajal Retzius,25,25
V20624,S811,S811,Dentate,25,25
V19271,S811,S811,Cajal Retzius,25,25
V21386,S811,S811,Cajal Retzius,25,25
V4443,S811,S811,Sic17ab,25,25
V925,S811,S811,Cajal Retzius,25,25
V5476,S812,S812,Dentate,25,26
V15453,S812,S812,Ependyma,25,26
V13634,S812,S3505,Ependyma,25,26
V2100,S813,S813,Cajal Retzius,25,27
V8229,S813,S813,Cajal Retzius,25,27
V20934,S813,S813,Neurogenesis,25,27
V6710,S813,S1672,Cajal Retzius,25,27
V16025,S814,S814,Neurogenesis,25,28
V4884,S814,S814,Cajal Retzius,25,28
V5698,S814,S814,Cajal Retzius,25,28
V16920,S814,S814,Fibroblast,25,28
V1064,S815,S815,Fibroblast,25,29
V3134,S815,S815,Cajal Retzius,25,29
V21249,S815,S815,Ependyma,25,29
V8250,S815,S815,Fibroblast,25,29
V1912,S815,S815,Fibroblast,25,29
V7481,S816,S816,Fibroblast,25,30
V13015,S816,S816,Astrocyte,25,30
V2405,S817,S817,Dentate,25,32
V6073,S817,S817,Cajal Retzius,25,32
V11214,S817,S817,Neurogenesis,25,32
V21378,S817,S817,Sic17ab,25,32
V5300,S817,S817,Cajal Retzius,25,32
V4815,S817,S817,Sic17ab,25,32
V18625,S818,S818,Sic17ab,25,33
V8529,S818,S818,Neurogenesis,25,33
V10361,S818,S818,Neurogenesis,25,33
V6406,S818,S818,Sic17ab,25,33
V12815,S818,S818,Sic17ab,25,33
V6222,S818,S818,Cajal Retzius,25,33
V17290,S818,S818,Sic17ab,25,33
V5739,S819,S819,Cajal Retzius,25,34
V10720,S819,S819,Polydendrocyte,25,34
V21129,S819,S819,Ependyma,25,34
V7164,S819,S819,Entorhinal,25,34
V11788,S819,S819,Dentate,25,34
V8924,S819,S819,Sic17ab,25,34
V1305,S820,S820,Cajal Retzius,25,35
V6281,S820,S820,Neurogenesis,25,35
V9495,S820,S820,Dentate,25,35
V15008,S820,S820,Astrocyte,25,35
V4159,S821,S821,Sic17ab,25,36
V11752,S821,S821,Neurogenesis,25,36
V16512,S821,S821,Neurogenesis,25,36
V1970,S821,S821,Cajal Retzius,25,36
V13235,S821,S821,Cajal Retzius,25,36
V8732,S821,S821,Cajal Retzius,25,36
V1383,S822,S822,Gad2,25,37
V7825,S822,S822,Cajal Retzius,25,37
V16980,S822,S822,Neurogenesis,25,37
V10144,S822,S3447,Cajal Retzius,25,37
V11590,S823,S823,Entorhinal,25,38
V21523,S823,S823,Cajal Retzius,25,38
V8264,S823,S823,Cajal Retzius,25,38
V12601,S823,S823,Microglia,25,38
V403,S824,S824,Microglia,25,39
V5622,S824,S824,Entorhinal,25,39
V14708,S824,S824,Entorhinal,25,39
V20002,S824,S824,Sic17ab,25,39
V1313,S824,S824,Cajal Retzius,25,39
V15062,S824,S1581,Entorhinal,25,39
V468,S825,S825,Entorhinal,25,40
V20016,S825,S825,Entorhinal,25,40
V7206,S825,S825,Neurogenesis,25,40
V12161,S825,S825,Cajal Retzius,25,40
V5508,S825,S825,Cajal Retzius,25,40
V16995,S825,S3387,Cajal Retzius,25,40
V588,S825,S825,Cajal Retzius,25,40
V9911,S825,S825,Polydendrocyte,25,40
V995,S826,S826,Cajal Retzius,25,41
V11220,S826,S826,Cajal Retzius,25,41
V20783,S826,S826,Neurogenesis,25,41
V22311,S826,S826,Dentate,25,41
V10560,S826,S826,Entorhinal,25,41
V13398,S826,S2940,Cajal Retzius,25,41
V6030,S827,S827,Dentate,25,42
V9040,S827,S827,Dentate,25,42
V18023,S827,S827,Cajal Retzius,25,42
V1739,S827,S827,Cajal Retzius,25,42
V14518,S827,S827,Oligodendrocyte,25,42
V7604,S828,S828,Entorhinal,25,43
V14075,S828,S828,Neurogenesis,25,43
V6068,S828,S828,Cajal Retzius,25,43
V1377,S829,S829,Neurogenesis,25,44
V6053,S829,S829,Cajal Retzius,25,44
V14380,S829,S829,Microglia,25,44
V16622,S829,S829,Neurogenesis,25,44
V5102,S829,S829,Ependyma,25,44
V17529,S829,S829,Cajal Retzius,25,44
V1309,S829,S829,Sic17ab,25,44
V7445,S830,S830,Cajal Retzius,25,45
V8874,S830,S830,Entorhinal,25,45
V12612,S830,S830,Neurogenesis,25,45
V14093,S830,S830,Sic17ab,25,45
V3584,S830,S830,Sic17ab,25,45
V1309,S830,S829,Sic17ab,25,45
V3455,S831,S831,Dentate,25,46
V14804,S831,S831,Neurogenesis,25,46
V17804,S831,S831,Sic17ab,25,46
V20938,S831,S831,Dentate,25,46
V11532,S831,S831,Cajal Retzius,25,46
V20035,S831,S831,Cajal Retzius,25,46
V1923,S832,S832,Polydendrocyte,25,47
V12224,S832,S832,Entorhinal,25,47
V16101,S832,S832,Polydendrocyte,25,47
V21892,S833,S833,Neurogenesis,25,48
V5726,S833,S833,Neurogenesis,25,48
V40,S833,S833,Microglia,25,48
V11333,S834,S834,Dentate,25,49
V15406,S834,S834,Dentate,25,49
V4330,S834,S834,Cajal Retzius,25,49
V12371,S834,S834,Cajal Retzius,25,49
V16562,S834,S3308,Dentate,25,49
V719,S835,S835,Neurogenesis,25,50
V2283,S835,S835,Microglia,25,50
V7619,S835,S835,Astrocyte,25,50
V1978,S836,S836,Cajal Retzius,25,51
V16026,S836,S836,Dentate,25,51
V19209,S836,S836,Dentate,25,51
V19591,S836,S836,Astrocyte,25,51
V7765,S836,S836,Astrocyte,25,51
V9238,S837,S837,Polydendrocyte,25,52
V14628,S837,S837,Cajal Retzius,25,52
V19267,S837,S837,Entorhinal,25,52
V659,S837,S837,Cajal Retzius,25,52
V17367,S837,S837,Sic17ab,25,52
V3519,S838,S838,Sic17ab,25,53
V6270,S838,S838,Ependyma,25,53
V15194,S838,S838,Endothelial,25,53
V4893,S838,S838,Neurogenesis,25,53
V12225,S838,S838,Gad2,25,53
V17088,S838,S838,Sic17ab,25,53
V4247,S839,S839,Neurogenesis,25,54
V13061,S839,S839,Neurogenesis,25,54
V16089,S839,S839,Astrocyte,25,54
V16076,S839,S839,Cajal Retzius,25,54
V6667,S840,S840,Cajal Retzius,25,55
V8100,S840,S840,Cajal Retzius,25,55
V22698,S840,S840,Entorhinal,25,55
V14150,S840,S840,Cajal Retzius,25,55
V23340,S840,S840,Dentate,25,55
V15056,S840,S840,Neurogenesis,25,55
V1952,S841,S841,Neurogenesis,25,56
V9305,S841,S841,Neurogenesis,25,56
V13645,S841,S841,Dentate,25,56
V13848,S841,S841,Oligodendrocyte,25,56
V5509,S842,S842,Polydendrocyte,25,57
V14162,S842,S842,Sic17ab,25,57
V15549,S842,S842,Fibroblast,25,57
V6569,S843,S843,Endothelial,25,58
V12636,S843,S843,Polydendrocyte,25,58
V14230,S843,S843,Oligodendrocyte,25,58
V16305,S843,S843,Neurogenesis,25,58
V5665,S844,S844,Cajal Retzius,25,59
V7478,S844,S844,Cajal Retzius,25,59
V21331,S844,S844,Astrocyte,25,59
V9286,S845,S845,Polydendrocyte,25,60
V15974,S845,S845,Sic17ab,25,60
V5200,S845,S845,Fibroblast,25,60
V8525,S845,S845,Neurogenesis,25,60
V4780,S846,S846,Polydendrocyte,25,61
V9858,S846,S846,Dentate,25,61
V19899,S846,S846,Polydendrocyte,25,61
V22131,S846,S846,Polydendrocyte,25,61
V17264,S846,S846,Neurogenesis,25,61
V18199,S846,S846,Fibroblast,25,61
V7457,S847,S847,Polydendrocyte,25,62
V12944,S847,S847,Ependyma,25,62
V16757,S847,S847,Polydendrocyte,25,62
V17439,S847,S847,Neurogenesis,25,62
V6988,S847,S847,Oligodendrocyte,25,62
V5397,S847,S413,Neurogenesis,25,62
V10536,S848,S848,Polydendrocyte,25,63
V14572,S848,S848,Dentate,25,63
V19279,S848,S848,Polydendrocyte,25,63
V20877,S848,S3186,Polydendrocyte,25,63
V12921,S849,S849,Astrocyte,25,64
V14141,S849,S849,Cajal Retzius,25,64
V16639,S849,S849,Polydendrocyte,25,64
V5711,S850,S850,Entorhinal,25,65
V10317,S850,S850,Neurogenesis,25,65
V17620,S850,S850,Cajal Retzius,25,65
V530,S850,S850,Endothelial,25,65
V4653,S851,S851,Polydendrocyte,25,66
V19887,S851,S851,Neurogenesis,25,66
V6550,S851,S851,Cajal Retzius,25,66
V8666,S851,S851,Polydendrocyte,25,66
V11382,S851,S851,Ependyma,25,66
V8036,S851,S3149,Neurogenesis,25,66
V3917,S852,S852,Microglia,25,67
V6779,S852,S852,Gad2,25,67
V15819,S852,S852,Astrocyte,25,67
V14023,S852,S4180,Gad2,25,67
V11924,S853,S853,Ependyma,25,68
V21016,S853,S853,Microglia,25,68
V12805,S853,S853,Microglia,25,68
V9559,S854,S854,Endothelial,25,69
V13287,S854,S854,Neurogenesis,25,69
V13903,S854,S854,Neurogenesis,25,69
V13431,S854,S854,Cajal Retzius,25,69
V9338,S855,S855,Microglia,25,70
V9658,S855,S855,Neurogenesis,25,70
V14485,S855,S855,Dentate,25,70
V4339,S855,S855,Cajal Retzius,25,70
V11869,S855,S855,Cajal Retzius,25,70
V7681,S856,S856,Dentate,25,71
V20661,S856,S856,Microglia,25,71
V5217,S856,S856,CA1,25,71
V9796,S856,S856,Dentate,25,71
V11923,S856,S856,CA1,25,71
V5734,S856,S2220,Dentate,25,71
V6387,S856,S856,Neurogenesis,25,71
V17305,S856,S1983,Neurogenesis,25,71
V5736,S857,S857,CA1,25,72
V18022,S857,S857,Dentate,25,72
V19951,S857,S857,Dentate,25,72
V2681,S857,S857,Neurogenesis,25,72
V20230,S857,S857,Neurogenesis,25,72
V15709,S857,S857,Dentate,25,72
V22013,S857,S857,Dentate,25,72
V301,S858,S858,CA2CA3,25,73
V21057,S858,S858,Cajal Retzius,25,73
V18494,S858,S858,CA1,25,73
V8040,S858,S858,Dentate,25,73
V10812,S858,S4222,Cajal Retzius,25,73
V20300,S858,S858,Neurogenesis,25,73
V8837,S858,S4047,Dentate,25,73
V18343,S858,S1860,Dentate,25,73
V15961,S858,S2414,Dentate,25,73
V3257,S859,S859,Neurogenesis,25,74
V14988,S859,S859,Neurogenesis,25,74
V5491,S859,S859,Choroid,25,74
V15630,S859,S859,Dentate,25,74
V14300,S859,S859,Dentate,25,74
V516,S859,S859,Dentate,25,74
V17413,S859,S859,Dentate,25,74
V22307,S860,S860,Dentate,25,75
V16395,S860,S1147,Dentate,25,75
V14342,S861,S861,Neurogenesis,25,76
V17799,S861,S861,Neurogenesis,25,76
V9944,S862,S862,Neurogenesis,25,80
V17949,S862,S862,Dentate,25,80
V7784,S862,S4327,Neurogenesis,25,80
V14784,S862,S862,Neurogenesis,25,80
V8867,S863,S863,Dentate,25,81
V16942,S863,S863,Neurogenesis,25,81
V3973,S863,S1922,Neurogenesis,25,81
V11790,S863,S4010,Neurogenesis,25,81
V14222,S864,S864,Mural,25,82
V13761,S865,S865,Astrocyte,25,83
V14275,S866,S866,Neurogenesis,25,86
V11490,S867,S867,Neurogenesis,25,87
V12626,S868,S868,Neurogenesis,25,88
V4923,S868,S1117,Neurogenesis,25,88
V3598,S869,S869,Microglia,25,89
V16228,S869,S869,Neurogenesis,25,89
V2602,S869,S869,Astrocyte,25,89
V1013,S870,S870,Cajal Retzius,26,17
V2083,S870,S870,Dentate,26,17
V6253,S870,S2972,Cajal Retzius,26,17
V10579,S870,S870,Sic17ab,26,17
V8566,S870,S870,Cajal Retzius,26,17
V3474,S871,S871,Sic17ab,26,18
V9588,S871,S871,Sic17ab,26,18
V21753,S871,S871,Ependyma,26,18
V6650,S871,S1435,Sic17ab,26,18
