CellID,SpotID,CellType
V5021,S1642,Purkinje
V5022,S2333,Bergmann
V5023,S1376,Microglia
V5024,S4294,Granule
V5025,S835,Granule
V5026,S3937,Choroid
V5027,S3558,Granule
V5028,S2134,Granule
V5029,S407,Granule
V5030,S438,Granule
V5031,S595,Microglia
V5032,S222,Granule
V5033,S2391,Granule
V5034,S2218,Astrocyte
V5035,S1414,Granule
V5036,S991,Granule
V5037,S4041,Granule
V5038,S2222,Granule
V5039,S4610,Granule
V5040,S1549,Pvalb
V5041,S2245,Granule
V5042,S46,Granule
V5043,S2120,Granule
V5044,S3278,Granule
V5045,S4158,Astrocyte
V5046,S3896,Oligodendrocyte
V5047,S227,Fibroblast
V5048,S1994,Granule
V5049,S2649,Choroid
V5050,S2547,Granule
V5051,S1648,Granule
V5052,S3163,Purkinje
V5053,S134,Granule
V5054,S3433,Bergmann
V5055,S394,Granule
V5056,S3233,Granule
V5057,S4527,Granule
V5058,S2028,Fibroblast
V5059,S2353,Granule
V5060,S1221,Granule
V5061,S2891,Astrocyte
V5062,S3783,Astrocyte
V5063,S4047,Granule
V5064,S4315,Granule
V5065,S1234,Granule
V5066,S544,Granule
V5067,S832,Pvalb
V5068,S2018,Granule
V5069,S3281,Granule
V5070,S4426,Nnat
V5071,S333,Granule
V5072,S4586,Granule
V5073,S145,Granule
V5074,S3684,Purkinje
V5075,S1798,Oligodendrocyte
V5076,S542,Granule
V5077,S28,Granule
V5078,S1202,Oligodendrocyte
V5079,S4625,Pvalb
V5080,S558,Oligodendrocyte
V5081,S3387,Bergmann
V5082,S2965,Granule
V5083,S92,Oligodendrocyte
V5084,S1062,Purkinje
V5085,S730,Purkinje
V5086,S445,Oligodendrocyte
V5087,S1779,Oligodendrocyte
V5088,S2888,Nnat
V5089,S2128,Purkinje
V5090,S4471,Granule
V5091,S2009,Granule
V5092,S987,Purkinje
V5093,S3345,Oligodendrocyte
V5094,S236,Granule
V5095,S3037,Purkinje
V5096,S2193,Granule
V5097,S2195,Oligodendrocyte
V5098,S227,Granule
V5099,S4513,Granule
V5100,S2567,Granule
V5101,S4082,Endothelial
V5102,S2382,Granule
V5103,S4721,Granule
V5104,S2663,Granule
V5105,S4042,Pvalb
V5106,S78,Granule
V5107,S2057,Granule
V5108,S540,Granule
V5109,S309,Granule
V5110,S648,Microglia
V5111,S792,Bergmann
V5112,S3476,Oligodendrocyte
V5113,S1612,Microglia
V5114,S2454,Granule
V5115,S2559,Granule
V5116,S844,Granule
V5117,S2402,Granule
V5118,S279,Fibroblast
V5119,S2373,Choroid
V5120,S4176,Granule
V5121,S1028,Astrocyte
V5122,S1893,Granule
V5123,S3186,Granule
V5124,S3163,Granule
V5125,S3573,Fibroblast
V5126,S1689,Granule
V5127,S1438,Oligodendrocyte
V5128,S703,Bergmann
V5129,S1548,Granule
V5130,S1817,Purkinje
V5131,S3729,Endothelial
V5132,S1316,Granule
V5133,S4159,Endothelial
V5134,S3063,Granule
V5135,S85,Purkinje
V5136,S4621,Granule
V5137,S3913,Bergmann
V5138,S531,Granule
V5139,S1948,Granule
V5140,S4070,Astrocyte
V5141,S3437,Nnat
V5142,S1803,Granule
V5143,S3871,Pvalb
V5144,S1753,Granule
V5145,S2965,Granule
V5146,S195,Astrocyte
V5147,S2996,Oligodendrocyte
V5148,S3360,Granule
V5149,S1135,Bergmann
V5150,S794,Granule
V5151,S2607,Granule
V5152,S3261,Granule
V5153,S4218,Astrocyte
V5154,S1444,Granule
V5155,S2380,Bergmann
V5156,S4499,Granule
V5157,S3582,Endothelial
V5158,S1463,Granule
V5159,S1474,Granule
V5160,S852,Granule
V5161,S3574,Endothelial
V5162,S1019,Granule
V5163,S3209,Granule
V5164,S274,Granule
V5165,S2317,Bergmann
V5166,S1988,Granule
V5167,S3156,Granule
V5168,S4548,Granule
V5169,S154,Granule
V5170,S4267,Granule
V5171,S2305,Oligodendrocyte
V5172,S2495,Granule
V5173,S3279,Granule
V5174,S1112,Granule
V5175,S3703,Granule
V5176,S4286,Fibroblast
V5177,S1388,Endothelial
V5178,S839,Oligodendrocyte
V5179,S2266,Pvalb
V5180,S612,Granule
V5181,S2633,Choroid
V5182,S3664,Astrocyte
V5183,S3456,Granule
V5184,S4675,Granule
V5185,S1514,Granule
V5186,S3429,Granule
V5187,S2006,Nnat
V5188,S4484,Granule
V5189,S3274,Bergmann
V5190,S3598,Purkinje
V5191,S4602,Pvalb
V5192,S4106,Bergmann
V5193,S4578,Granule
V5194,S3477,Fibroblast
V5195,S934,Bergmann
V5196,S1150,Granule
V5197,S4325,Granule
V5198,S4076,Granule
V5199,S4599,Microglia
V5200,S435,Granule
V5201,S3295,Choroid
V5202,S4196,Granule
V5203,S4404,Astrocyte
V5204,S1571,Granule
V5205,S455,Granule
V5206,S1868,Oligodendrocyte
V5207,S2194,Granule
V5208,S3277,Granule
V5209,S4491,Granule
V5210,S2827,Bergmann
V5211,S455,Granule
V5212,S1999,Granule
V5213,S3277,Granule
V5214,S4292,Granule
V5215,S2782,Granule
V5216,S4614,Granule
V5217,S1317,Purkinje
V5218,S375,Purkinje
V5219,S1259,Purkinje
V5220,S2990,Granule
V5221,S194,Bergmann
V5222,S44,Granule
V5223,S2752,Granule
V5224,S2892,Pvalb
V5225,S3421,Oligodendrocyte
V5226,S4291,Granule
V5227,S364,Granule
V5228,S3160,Pvalb
V5229,S3739,Granule
V5230,S1462,Granule
V5231,S3627,Nnat
V5232,S1729,Granule
V5233,S3460,Oligodendrocyte
V5234,S4125,Granule
V5235,S4425,Granule
V5236,S226,Granule
V5237,S555,Granule
V5238,S123,Granule
V5239,S1701,Astrocyte
V5240,S73,Granule
V5241,S2432,Granule
V5242,S2880,Oligodendrocyte
V5243,S4584,Granule
V5244,S1078,Granule
V5245,S3151,Granule
V5246,S1725,Granule
V5247,S664,Granule
V5248,S85,Bergmann
V5249,S2506,Granule
V5250,S1385,Purkinje
V5251,S2932,Granule
V5252,S2276,Granule
V5253,S4412,Granule
V5254,S133,Granule
V5255,S4063,Granule
V5256,S2940,Granule
V5257,S4239,Granule
V5258,S4466,Bergmann
V5259,S4582,Granule
V5260,S330,Bergmann
V5261,S3443,Granule
V5262,S4426,Pvalb
V5263,S2354,Granule
V5264,S2674,Granule
V5265,S2626,Granule
V5266,S291,Granule
V5267,S1427,Purkinje
V5268,S2774,Choroid
V5269,S1203,Granule
V5270,S1475,Purkinje
V5271,S3107,Granule
V5272,S645,Fibroblast
V5273,S1449,Nnat
V5274,S4635,Bergmann
V5275,S238,Granule
V5276,S575,Granule
V5277,S827,Microglia
V5278,S3404,Bergmann
V5279,S175,Purkinje
V5280,S2577,Granule
V5281,S3004,Bergmann
V5282,S4065,Fibroblast
V5283,S857,Endothelial
V5284,S4308,Bergmann
V5285,S4405,Astrocyte
V5286,S3471,Oligodendrocyte
V5287,S3898,Bergmann
V5288,S4270,Granule
V5289,S1721,Oligodendrocyte
V5290,S2673,Purkinje
V5291,S2200,Fibroblast
V5292,S4269,Granule
V5293,S1731,Granule
V5294,S2498,Nnat
V5295,S3153,Granule
V5296,S1498,Purkinje
V5297,S3390,Fibroblast
V5298,S3993,Endothelial
V5299,S522,Granule
V5300,S240,Pvalb
V5301,S2980,Pvalb
V5302,S539,Granule
V5303,S4015,Granule
V5304,S1948,Fibroblast
V5305,S4407,Astrocyte
V5306,S2942,Granule
V5307,S3752,Bergmann
V5308,S3941,Granule
V5309,S826,Oligodendrocyte
V5310,S2413,Purkinje
V5311,S1172,Granule
V5312,S4182,Granule
V5313,S1381,Granule
V5314,S2274,Bergmann
V5315,S3422,Granule
V5316,S3197,Fibroblast
V5317,S1128,Purkinje
V5318,S663,Granule
V5319,S1340,Granule
V5320,S3617,Choroid
V5321,S4077,Fibroblast
V5322,S1534,Bergmann
V5323,S2943,Granule
V5324,S1048,Choroid
V5325,S4040,Granule
V5326,S3933,Granule
V5327,S2741,Granule
V5328,S1592,Purkinje
V5329,S3982,Purkinje
V5330,S1634,Oligodendrocyte
V5331,S1689,Fibroblast
V5332,S3142,Pvalb
V5333,S4605,Granule
V5334,S3342,Astrocyte
V5335,S3614,Granule
V5336,S3667,Granule
V5337,S3639,Granule
V5338,S4068,Granule
V5339,S2214,Oligodendrocyte
V5340,S1963,Fibroblast
V5341,S2832,Bergmann
V5342,S2145,Astrocyte
V5343,S1894,Granule
V5344,S3939,Fibroblast
V5345,S1537,Nnat
V5346,S821,Granule
V5347,S1289,Granule
V5348,S2314,Bergmann
V5349,S3324,Bergmann
V5350,S4448,Granule
V5351,S3072,Granule
V5352,S3229,Choroid
V5353,S4196,Granule
V5354,S3997,Granule
V5355,S2055,Granule
V5356,S366,Granule
V5357,S1288,Granule
V5358,S4725,Bergmann
V5359,S935,Bergmann
V5360,S4513,Granule
V5361,S3875,Granule
V5362,S2947,Granule
V5363,S4232,Granule
V5364,S2110,Granule
V5365,S795,Pvalb
V5366,S4499,Granule
V5367,S886,Oligodendrocyte
V5368,S4563,Pvalb
V5369,S189,Granule
V5370,S1398,Endothelial
V5371,S2374,Granule
V5372,S554,Granule
V5373,S2149,Bergmann
V5374,S2825,Granule
V5375,S1804,Granule
V5376,S2057,Granule
V5377,S3212,Choroid
V5378,S94,Granule
V5379,S1017,Oligodendrocyte
V5380,S1914,Granule
V5381,S1633,Oligodendrocyte
V5382,S3245,Bergmann
V5383,S2115,Oligodendrocyte
V5384,S4479,Purkinje
V5385,S1211,Choroid
V5386,S1771,Granule
V5387,S2610,Nnat
V5388,S3453,Pvalb
V5389,S24,Bergmann
V5390,S1139,Granule
V5391,S1106,Granule
V5392,S1539,Oligodendrocyte
V5393,S3844,Granule
V5394,S4632,Nnat
V5395,S109,Granule
V5396,S3126,Granule
V5397,S876,Granule
V5398,S1264,Purkinje
V5399,S3313,Granule
V5400,S4291,Granule
V5401,S2002,Purkinje
V5402,S4306,Granule
V5403,S1133,Purkinje
V5404,S3826,Granule
V5405,S625,Granule
V5406,S1110,Purkinje
V5407,S3231,Pvalb
V5408,S4198,Granule
V5409,S873,Granule
V5410,S1557,Pvalb
V5411,S2871,Granule
V5412,S4343,Bergmann
V5413,S577,Bergmann
V5414,S2829,Endothelial
V5415,S697,Granule
V5416,S1606,Microglia
V5417,S4024,Granule
V5418,S4261,Granule
V5419,S1760,Granule
V5420,S4699,Granule
V5421,S3350,Granule
V5422,S381,Granule
V5423,S663,Granule
V5424,S832,Granule
V5425,S2066,Bergmann
V5426,S1949,Oligodendrocyte
V5427,S3034,Microglia
V5428,S2638,Granule
V5429,S3231,Granule
V5430,S1257,Granule
V5431,S1865,Microglia
V5432,S2546,Fibroblast
V5433,S687,Microglia
V5434,S1165,Oligodendrocyte
V5435,S4468,Pvalb
V5436,S4645,Granule
V5437,S2636,Pvalb
V5438,S4039,Granule
V5439,S1429,Pvalb
V5440,S674,Purkinje
V5441,S3946,Granule
V5442,S2542,Granule
V5443,S4353,Granule
V5444,S511,Granule
V5445,S2642,Astrocyte
V5446,S2872,Bergmann
V5447,S4042,Oligodendrocyte
V5448,S1100,Granule
V5449,S3447,Bergmann
V5450,S1942,Astrocyte
V5451,S3119,Choroid
V5452,S83,Astrocyte
V5453,S3774,Bergmann
V5454,S3984,Purkinje
V5455,S4688,Choroid
V5456,S2883,Bergmann
V5457,S2524,Pvalb
V5458,S3343,Oligodendrocyte
V5459,S3978,Astrocyte
V5460,S2755,Bergmann
V5461,S2374,Granule
V5462,S4544,Astrocyte
V5463,S2965,Granule
V5464,S4073,Granule
V5465,S4047,Granule
V5466,S1212,Granule
V5467,S187,Granule
V5468,S2981,Oligodendrocyte
V5469,S643,Microglia
V5470,S700,Granule
V5471,S874,Granule
V5472,S1543,Granule
V5473,S898,Granule
V5474,S4760,Bergmann
V5475,S696,Granule
V5476,S673,Endothelial
V5477,S1158,Granule
V5478,S3889,Bergmann
V5479,S2776,Granule
V5480,S3305,Bergmann
V5481,S131,Granule
V5482,S3158,Purkinje
V5483,S787,Purkinje
V5484,S1392,Purkinje
V5485,S2169,Pvalb
V5486,S4139,Pvalb
V5487,S1497,Purkinje
V5488,S831,Granule
V5489,S4747,Granule
V5490,S1251,Purkinje
V5491,S4433,Granule
V5492,S814,Purkinje
V5493,S3247,Bergmann
V5494,S2480,Granule
V5495,S3037,Granule
V5496,S4278,Granule
V5497,S43,Granule
V5498,S1645,Granule
V5499,S1133,Granule
V5500,S146,Granule
V5501,S3578,Granule
V5502,S1371,Pvalb
V5503,S4670,Granule
V5504,S3283,Granule
V5505,S1547,Granule
V5506,S2847,Granule
V5507,S2370,Granule
V5508,S1724,Granule
V5509,S4525,Purkinje
V5510,S2254,Granule
V5511,S2828,Granule
V5512,S2668,Endothelial
V5513,S2781,Granule
V5514,S3949,Granule
V5515,S3798,Bergmann
V5516,S1240,Granule
V5517,S694,Bergmann
V5518,S4568,Granule
V5519,S97,Granule
V5520,S13,Pvalb
V5521,S1985,Purkinje
V5522,S1823,Granule
V5523,S4181,Granule
V5524,S3358,Granule
V5525,S3179,Granule
V5526,S3858,Granule
V5527,S4019,Granule
V5528,S2570,Bergmann
V5529,S4653,Microglia
V5530,S1247,Purkinje
V5531,S792,Microglia
V5532,S3488,Pvalb
V5533,S3992,Granule
V5534,S3028,Granule
V5535,S3307,Granule
V5536,S4082,Granule
V5537,S2648,Oligodendrocyte
V5538,S1690,Oligodendrocyte
V5539,S4121,Nnat
V5540,S2950,Choroid
V5541,S780,Pvalb
V5542,S2392,Astrocyte
V5543,S3210,Granule
V5544,S1025,Oligodendrocyte
V5545,S2092,Granule
V5546,S3993,Granule
V5547,S3742,Granule
V5548,S4297,Fibroblast
V5549,S905,Granule
V5550,S4445,Pvalb
V5551,S410,Microglia
V5552,S2615,Bergmann
V5553,S1550,Granule
V5554,S1159,Granule
V5555,S665,Astrocyte
V5556,S1161,Granule
V5557,S2108,Granule
V5558,S4260,Oligodendrocyte
V5559,S2132,Oligodendrocyte
V5560,S3519,Purkinje
V5561,S2941,Granule
V5562,S2986,Granule
V5563,S2707,Granule
V5564,S874,Granule
V5565,S4251,Granule
V5566,S3594,Oligodendrocyte
V5567,S863,Granule
V5568,S806,Granule
V5569,S2987,Granule
V5570,S1568,Granule
V5571,S1350,Pvalb
V5572,S3975,Granule
V5573,S4635,Bergmann
V5574,S3422,Nnat
V5575,S2199,Pvalb
V5576,S2275,Granule
V5577,S2264,Granule
V5578,S295,Purkinje
V5579,S3254,Purkinje
V5580,S339,Bergmann
V5581,S1566,Astrocyte
V5582,S1847,Granule
V5583,S878,Pvalb
V5584,S4280,Choroid
V5585,S1327,Purkinje
V5586,S2971,Granule
V5587,S1230,Oligodendrocyte
V5588,S3500,Granule
V5589,S2862,Fibroblast
V5590,S302,Granule
V5591,S587,Granule
V5592,S1623,Oligodendrocyte
V5593,S586,Granule
V5594,S2054,Granule
V5595,S3511,Bergmann
V5596,S4461,Granule
V5597,S4155,Pvalb
V5598,S2788,Granule
V5599,S2794,Granule
V5600,S2918,Purkinje
V5601,S4527,Granule
V5602,S3768,Fibroblast
V5603,S507,Granule
V5604,S275,Granule
V5605,S4310,Purkinje
V5606,S3556,Granule
V5607,S1676,Granule
V5608,S2795,Oligodendrocyte
V5609,S4572,Granule
V5610,S2447,Bergmann
V5611,S4522,Granule
V5612,S959,Oligodendrocyte
V5613,S539,Granule
V5614,S4163,Purkinje
V5615,S2281,Oligodendrocyte
V5616,S494,Granule
V5617,S2919,Granule
V5618,S4141,Bergmann
V5619,S1016,Granule
V5620,S425,Granule
V5621,S2203,Endothelial
V5622,S2868,Granule
V5623,S4451,Bergmann
V5624,S4549,Bergmann
V5625,S4411,Granule
V5626,S3195,Pvalb
V5627,S588,Fibroblast
V5628,S1795,Oligodendrocyte
V5629,S4311,Granule
V5630,S3562,Bergmann
V5631,S3453,Fibroblast
V5632,S1770,Oligodendrocyte
V5633,S3454,Choroid
V5634,S3189,Granule
V5635,S3232,Bergmann
V5636,S1799,Endothelial
V5637,S4310,Pvalb
V5638,S4654,Purkinje
V5639,S4714,Granule
V5640,S2365,Bergmann
V5641,S2692,Granule
V5642,S264,Granule
V5643,S330,Granule
V5644,S3873,Granule
V5645,S1703,Bergmann
V5646,S2964,Nnat
V5647,S3099,Granule
V5648,S40,Bergmann
V5649,S3264,Bergmann
V5650,S3850,Endothelial
V5651,S22,Fibroblast
V5652,S1854,Astrocyte
V5653,S3552,Oligodendrocyte
V5654,S918,Bergmann
V5655,S1301,Oligodendrocyte
V5656,S4499,Granule
V5657,S2618,Granule
V5658,S2837,Purkinje
V5659,S1929,Purkinje
V5660,S283,Purkinje
V5661,S1200,Purkinje
V5662,S594,Granule
V5663,S4551,Endothelial
V5664,S4557,Fibroblast
V5665,S2493,Granule
V5666,S1925,Granule
V5667,S2551,Oligodendrocyte
V5668,S321,Granule
V5669,S3421,Astrocyte
V5670,S891,Oligodendrocyte
V5671,S1714,Fibroblast
V5672,S642,Granule
V5673,S3739,Nnat
V5674,S2703,Microglia
V5675,S4045,Microglia
V5676,S2197,Oligodendrocyte
V5677,S759,Granule
V5678,S722,Granule
V5679,S1082,Granule
V5680,S1994,Astrocyte
V5681,S741,Purkinje
V5682,S390,Granule
V5683,S2214,Bergmann
V5684,S303,Pvalb
V5685,S1653,Purkinje
V5686,S2178,Granule
V5687,S442,Granule
V5688,S2470,Oligodendrocyte
V5689,S328,Bergmann
V5690,S140,Granule
V5691,S4285,Granule
V5692,S2826,Granule
V5693,S3455,Choroid
V5694,S2466,Microglia
V5695,S3728,Granule
V5696,S1894,Granule
V5697,S1085,Granule
V5698,S1463,Granule
V5699,S2758,Purkinje
V5700,S2842,Bergmann
V5701,S2876,Purkinje
V5702,S569,Granule
V5703,S122,Granule
V5704,S3249,Granule
V5705,S3415,Bergmann
V5706,S3661,Granule
V5707,S3938,Astrocyte
V5708,S4669,Granule
V5709,S101,Granule
V5710,S728,Granule
V5711,S402,Microglia
V5712,S452,Microglia
V5713,S1602,Oligodendrocyte
V5714,S2143,Granule
V5715,S4601,Bergmann
V5716,S2503,Granule
V5717,S1592,Astrocyte
V5718,S503,Oligodendrocyte
V5719,S2227,Purkinje
V5720,S3553,Bergmann
V5721,S3204,Nnat
V5722,S2358,Granule
V5723,S459,Granule
V5724,S567,Granule
V5725,S183,Granule
V5726,S3043,Granule
V5727,S1392,Purkinje
V5728,S1703,Oligodendrocyte
V5729,S3200,Purkinje
V5730,S1074,Granule
V5731,S3071,Purkinje
V5732,S3866,Granule
V5733,S2427,Granule
V5734,S1855,Granule
V5735,S3566,Granule
V5736,S3867,Granule
V5737,S3293,Oligodendrocyte
V5738,S2780,Granule
V5739,S265,Granule
V5740,S2859,Purkinje
V5741,S1638,Granule
V5742,S4123,Astrocyte
V5743,S3393,Granule
V5744,S4158,Granule
V5745,S2243,Bergmann
V5746,S1882,Oligodendrocyte
V5747,S2419,Pvalb
V5748,S4565,Purkinje
V5749,S2161,Granule
V5750,S974,Granule
V5751,S4093,Granule
V5752,S1050,Purkinje
V5753,S3811,Granule
V5754,S2448,Granule
V5755,S1869,Oligodendrocyte
V5756,S2948,Granule
V5757,S3796,Choroid
V5758,S1000,Pvalb
V5759,S3214,Granule
V5760,S3979,Granule
V5761,S3381,Choroid
V5762,S4220,Astrocyte
V5763,S4359,Granule
V5764,S3956,Granule
V5765,S3198,Granule
V5766,S2547,Pvalb
V5767,S3859,Granule
V5768,S3278,Granule
V5769,S757,Fibroblast
V5770,S1405,Nnat
V5771,S608,Microglia
V5772,S4058,Granule
V5773,S483,Purkinje
V5774,S1451,Oligodendrocyte
V5775,S1085,Granule
V5776,S3188,Fibroblast
V5777,S1477,Bergmann
V5778,S1690,Endothelial
V5779,S2180,Oligodendrocyte
V5780,S739,Granule
V5781,S1683,Granule
V5782,S2384,Granule
V5783,S4469,Bergmann
V5784,S3833,Fibroblast
V5785,S2257,Bergmann
V5786,S4193,Granule
V5787,S3291,Granule
V5788,S3051,Astrocyte
V5789,S2362,Granule
V5790,S783,Granule
V5791,S3959,Bergmann
V5792,S3391,Oligodendrocyte
V5793,S3661,Granule
V5794,S993,Fibroblast
V5795,S3714,Oligodendrocyte
V5796,S1842,Granule
V5797,S511,Granule
V5798,S3637,Granule
V5799,S3576,Granule
V5800,S909,Granule
V5801,S4212,Endothelial
V5802,S1388,Granule
V5803,S3321,Bergmann
V5804,S3342,Astrocyte
V5805,S1335,Granule
V5806,S898,Granule
V5807,S3932,Pvalb
V5808,S1507,Purkinje
V5809,S2726,Granule
V5810,S2853,Granule
V5811,S495,Granule
V5812,S3580,Granule
V5813,S1642,Oligodendrocyte
V5814,S2957,Nnat
V5815,S3364,Astrocyte
V5816,S3420,Oligodendrocyte
V5817,S2449,Granule
V5818,S3698,Granule
V5819,S4134,Fibroblast
V5820,S3932,Granule
V5821,S502,Oligodendrocyte
V5822,S1008,Granule
V5823,S2527,Granule
V5824,S485,Endothelial
V5825,S3202,Granule
V5826,S3183,Fibroblast
V5827,S561,Granule
V5828,S181,Granule
V5829,S4343,Fibroblast
V5830,S3813,Granule
V5831,S1461,Granule
V5832,S3392,Endothelial
V5833,S29,Oligodendrocyte
V5834,S669,Granule
V5835,S525,Choroid
V5836,S2435,Granule
V5837,S146,Granule
V5838,S4126,Oligodendrocyte
V5839,S482,Purkinje
V5840,S89,Granule
V5841,S243,Purkinje
V5842,S2744,Pvalb
V5843,S3760,Granule
V5844,S488,Granule
V5845,S1558,Pvalb
V5846,S4078,Microglia
V5847,S403,Oligodendrocyte
V5848,S3433,Granule
V5849,S3179,Granule
V5850,S1181,Pvalb
V5851,S4018,Bergmann
V5852,S287,Bergmann
V5853,S1898,Granule
V5854,S3200,Bergmann
V5855,S983,Purkinje
V5856,S1384,Granule
V5857,S3030,Bergmann
V5858,S3339,Astrocyte
V5859,S3602,Purkinje
V5860,S3924,Bergmann
V5861,S507,Granule
V5862,S2710,Granule
V5863,S59,Granule
V5864,S3037,Granule
V5865,S1895,Granule
V5866,S935,Granule
V5867,S2811,Granule
V5868,S3547,Oligodendrocyte
V5869,S408,Oligodendrocyte
V5870,S3230,Pvalb
V5871,S3154,Granule
V5872,S2857,Granule
V5873,S2838,Granule
V5874,S765,Bergmann
V5875,S2196,Granule
V5876,S3331,Granule
V5877,S990,Purkinje
V5878,S386,Purkinje
V5879,S2999,Granule
V5880,S3423,Granule
V5881,S641,Granule
V5882,S330,Bergmann
V5883,S4330,Granule
V5884,S847,Granule
V5885,S4726,Bergmann
V5886,S3531,Choroid
V5887,S3613,Bergmann
V5888,S352,Granule
V5889,S1587,Granule
V5890,S1543,Oligodendrocyte
V5891,S4501,Bergmann
V5892,S118,Granule
V5893,S3058,Granule
V5894,S219,Granule
V5895,S2962,Granule
V5896,S196,Granule
V5897,S3738,Granule
V5898,S2442,Granule
V5899,S713,Granule
V5900,S185,Granule
V5901,S1371,Granule
V5902,S1646,Nnat
V5903,S210,Bergmann
V5904,S4465,Choroid
V5905,S1370,Granule
V5906,S1012,Fibroblast
V5907,S3833,Purkinje
V5908,S4052,Granule
V5909,S4555,Granule
V5910,S60,Bergmann
V5911,S2544,Nnat
V5912,S4470,Bergmann
V5913,S3750,Granule
V5914,S944,Bergmann
V5915,S4214,Bergmann
V5916,S1582,Purkinje
V5917,S3741,Granule
V5918,S1269,Granule
V5919,S3258,Granule
V5920,S1608,Pvalb
V5921,S3359,Granule
V5922,S3845,Endothelial
V5923,S398,Granule
V5924,S3178,Pvalb
V5925,S3268,Purkinje
V5926,S4608,Granule
V5927,S3039,Granule
V5928,S1427,Granule
V5929,S2846,Granule
V5930,S4067,Granule
V5931,S926,Granule
V5932,S4227,Granule
V5933,S2950,Nnat
V5934,S2490,Purkinje
V5935,S2065,Purkinje
V5936,S1740,Bergmann
V5937,S897,Granule
V5938,S291,Endothelial
V5939,S2467,Endothelial
V5940,S2491,Astrocyte
V5941,S3972,Bergmann
V5942,S3166,Fibroblast
V5943,S942,Granule
V5944,S4641,Granule
V5945,S836,Granule
V5946,S607,Granule
V5947,S3213,Fibroblast
V5948,S4257,Granule
V5949,S2975,Nnat
V5950,S3398,Granule
V5951,S75,Granule
V5952,S375,Bergmann
V5953,S3631,Granule
V5954,S271,Choroid
V5955,S2991,Granule
V5956,S776,Granule
V5957,S485,Granule
V5958,S1306,Granule
V5959,S907,Granule
V5960,S3900,Granule
V5961,S4479,Bergmann
V5962,S3525,Purkinje
V5963,S4694,Purkinje
V5964,S2797,Granule
V5965,S1112,Granule
V5966,S2588,Purkinje
V5967,S197,Granule
V5968,S2084,Bergmann
V5969,S454,Granule
V5970,S1948,Granule
V5971,S4298,Purkinje
V5972,S791,Pvalb
V5973,S1024,Astrocyte
V5974,S4376,Nnat
V5975,S3935,Granule
V5976,S845,Granule
V5977,S3383,Granule
V5978,S2379,Granule
V5979,S3326,Microglia
V5980,S3001,Granule
V5981,S391,Granule
V5982,S1916,Granule
V5983,S1193,Purkinje
V5984,S351,Granule
V5985,S4157,Pvalb
V5986,S2686,Granule
V5987,S3824,Granule
V5988,S1921,Granule
V5989,S2332,Endothelial
V5990,S1111,Pvalb
V5991,S318,Granule
V5992,S3631,Microglia
V5993,S1492,Granule
V5994,S2724,Bergmann
V5995,S3957,Granule
V5996,S3283,Purkinje
V5997,S433,Purkinje
V5998,S3240,Purkinje
V5999,S3476,Granule
V6000,S1273,Granule
V6001,S2137,Granule
V6002,S3887,Granule
V6003,S3186,Granule
V6004,S387,Nnat
V6005,S3590,Granule
V6006,S787,Bergmann
V6007,S141,Pvalb
V6008,S4466,Granule
V6009,S114,Granule
V6010,S1671,Granule
V6011,S1672,Fibroblast
V6012,S4679,Nnat
V6013,S3153,Granule
V6014,S3456,Nnat
V6015,S3233,Granule
V6016,S1687,Endothelial
V6017,S679,Purkinje
V6018,S4146,Purkinje
V6019,S1192,Granule
V6020,S2089,Granule
V6021,S2908,Choroid
V6022,S1059,Fibroblast
V6023,S1413,Bergmann
V6024,S2943,Granule
V6025,S1180,Bergmann
V6026,S4604,Granule
V6027,S690,Purkinje
V6028,S315,Oligodendrocyte
V6029,S4000,Granule
V6030,S2782,Granule
V6031,S3661,Astrocyte
V6032,S4567,Granule
V6033,S596,Endothelial
V6034,S2539,Oligodendrocyte
V6035,S3339,Granule
V6036,S1142,Granule
V6037,S2227,Bergmann
V6038,S2308,Astrocyte
V6039,S2919,Granule
V6040,S3440,Purkinje
V6041,S4730,Bergmann
V6042,S4545,Granule
V6043,S4548,Pvalb
V6044,S86,Bergmann
V6045,S386,Bergmann
V6046,S936,Purkinje
V6047,S687,Microglia
V6048,S2168,Astrocyte
V6049,S1335,Granule
V6050,S3870,Granule
V6051,S4156,Oligodendrocyte
V6052,S4343,Granule
V6053,S2902,Microglia
V6054,S3750,Granule
V6055,S320,Astrocyte
V6056,S3539,Granule
V6057,S4155,Choroid
V6058,S3181,Granule
V6059,S3364,Granule
V6060,S621,Bergmann
V6061,S652,Granule
V6062,S2957,Nnat
V6063,S4466,Granule
V6064,S2776,Bergmann
V6065,S101,Granule
V6066,S4393,Granule
V6067,S4353,Granule
V6068,S2612,Granule
V6069,S1795,Astrocyte
V6070,S3306,Oligodendrocyte
V6071,S748,Pvalb
V6072,S2554,Granule
V6073,S1001,Microglia
V6074,S3312,Nnat
V6075,S3442,Purkinje
V6076,S105,Microglia
V6077,S1283,Granule
V6078,S1379,Fibroblast
V6079,S2408,Granule
V6080,S275,Granule
V6081,S2867,Granule
V6082,S1566,Granule
V6083,S3463,Bergmann
V6084,S4095,Fibroblast
V6085,S86,Bergmann
V6086,S1870,Oligodendrocyte
V6087,S2969,Granule
V6088,S2986,Granule
V6089,S236,Granule
V6090,S2009,Granule
V6091,S1846,Pvalb
V6092,S3139,Granule
V6093,S3864,Choroid
V6094,S2887,Fibroblast
