Values,Predict,Lable,CellType,predict_x,predict_y
V11668,S1428,S1428,Bergmann,37,12
V13601,S1428,S1428,Bergmann,37,12
V17105,S1428,S1428,Purkinje,37,12
V23052,S1428,S1428,Granule,37,12
V11633,S1428,S1428,Bergmann,37,12
V23323,S1428,S1428,Purkinje,37,12
V4931,S1429,S1429,Bergmann,37,13
V8290,S1429,S1429,Granule,37,13
V8524,S1429,S1429,Fibroblast,37,13
V21139,S1429,S1429,Purkinje,37,13
V21651,S1429,S1429,Granule,37,13
V2492,S1429,S1429,Endothelial,37,13
V6153,S1429,S1429,Astrocyte,37,13
V10995,S1429,S1429,Granule,37,13
V15443,S1430,S1430,Bergmann,37,14
V804,S1431,S1431,Fibroblast,37,15
V14679,S1431,S1431,Granule,37,15
V15908,S1431,S1431,Granule,37,15
V14707,S1431,S1431,Granule,37,15
V18308,S1431,S1431,Granule,37,15
V3095,S1432,S1432,Granule,37,16
V8637,S1432,S1432,Bergmann,37,16
V12891,S1433,S1433,Pvalb,37,17
V19639,S1433,S1433,Bergmann,37,17
V9859,S1433,S1433,Granule,37,17
V18395,S1433,S1433,Bergmann,37,17
V151,S1434,S1434,Granule,37,18
V13213,S1434,S1434,Purkinje,37,18
V21936,S1434,S1434,Bergmann,37,18
V22254,S1434,S1434,Bergmann,37,18
V13157,S1434,S2293,Bergmann,37,18
V19256,S1435,S1435,Nnat,37,19
V13229,S1435,S1435,Nnat,37,19
V20155,S1435,S1435,Granule,37,19
V20119,S1435,S1435,Granule,37,19
V6164,S1435,S1435,Granule,37,19
V12430,S1435,S1435,Granule,37,19
V7340,S1436,S1436,Pvalb,37,20
V8203,S1436,S1436,Pvalb,37,20
V10060,S1436,S1436,Granule,37,20
V14935,S1436,S1436,Fibroblast,37,20
V18210,S1436,S1436,Microglia,37,20
V8930,S1436,S1436,Granule,37,20
V640,S1436,S1436,Nnat,37,20
V10894,S1437,S1437,Oligodendrocyte,37,21
V11207,S1437,S1437,Endothelial,37,21
V12691,S1437,S1437,Oligodendrocyte,37,21
V21136,S1437,S1437,Choroid,37,21
V15002,S1437,S1437,Oligodendrocyte,37,21
V17568,S1437,S1725,Oligodendrocyte,37,21
V5127,S1438,S1438,Oligodendrocyte,37,22
V18840,S1438,S1438,Oligodendrocyte,37,22
V21043,S1438,S1438,Endothelial,37,22
V1364,S1438,S1438,Granule,37,22
V12937,S1438,S1438,Granule,37,22
V1055,S1439,S1439,Granule,37,23
V13853,S1439,S1439,Granule,37,23
V14313,S1439,S1439,Granule,37,23
V17697,S1439,S1439,Granule,37,23
V8782,S1439,S1439,Endothelial,37,23
V4293,S1440,S1440,Granule,37,24
V8857,S1440,S1440,Oligodendrocyte,37,24
V11936,S1440,S1440,Granule,37,24
V23040,S1440,S1440,Granule,37,24
V3649,S1440,S1440,Granule,37,24
V8048,S1441,S1441,Granule,37,25
V12743,S1441,S1441,Granule,37,25
V13131,S1441,S1441,Granule,37,25
V14875,S1441,S1441,Pvalb,37,25
V21445,S1441,S1441,Granule,37,25
V18050,S1441,S1441,Granule,37,25
V4531,S1442,S1442,Granule,37,26
V10122,S1442,S1442,Granule,37,26
V20633,S1442,S1442,Granule,37,26
V20792,S1442,S1442,Granule,37,26
V9603,S1442,S1442,Granule,37,26
V3513,S1442,S1442,Pvalb,37,26
V1453,S1442,S1442,Granule,37,26
V15604,S1442,S1442,Endothelial,37,26
V651,S1443,S1443,Granule,37,27
V4480,S1443,S1443,Granule,37,27
V21739,S1443,S1443,Granule,37,27
V21791,S1443,S1443,Granule,37,27
V3559,S1443,S1443,Granule,37,27
V2203,S1444,S1444,Granule,37,28
V2887,S1444,S1444,Granule,37,28
V5154,S1444,S1444,Granule,37,28
V11224,S1444,S1444,Pvalb,37,28
V12936,S1444,S1444,Granule,37,28
V21230,S1444,S1444,Granule,37,28
V1333,S1445,S1445,Granule,37,29
V12047,S1445,S1445,Granule,37,29
V12683,S1445,S1445,Granule,37,29
V18183,S1445,S1445,Granule,37,29
V14849,S1445,S1416,Granule,37,29
V6512,S1446,S1446,Granule,37,30
V16183,S1446,S1446,Granule,37,30
V17982,S1446,S1446,Granule,37,30
V22316,S1446,S1446,Granule,37,30
V10199,S1447,S1447,Granule,37,31
V16010,S1447,S1447,Granule,37,31
V20843,S1447,S1447,Granule,37,31
V21896,S1447,S1447,Granule,37,31
V13827,S1447,S1447,Granule,37,31
V140,S1448,S1448,Granule,37,32
V3140,S1448,S1448,Granule,37,32
V11233,S1448,S1448,Granule,37,32
V18278,S1448,S1448,Granule,37,32
V359,S1449,S1449,Granule,37,33
V852,S1449,S1449,Granule,37,33
V5273,S1449,S1449,Nnat,37,33
V19815,S1449,S1449,Granule,37,33
V19301,S1449,S1449,Granule,37,33
V1386,S1450,S1450,Granule,37,34
V17171,S1450,S1450,Granule,37,34
V20004,S1450,S1450,Granule,37,34
V21856,S1450,S1450,Granule,37,34
V5774,S1451,S1451,Oligodendrocyte,37,35
V19986,S1451,S1451,Oligodendrocyte,37,35
V3896,S1451,S1451,Bergmann,37,35
V22005,S1451,S1451,Oligodendrocyte,37,35
V9229,S1452,S1452,Oligodendrocyte,37,36
V12015,S1452,S1452,Oligodendrocyte,37,36
V12827,S1452,S1620,Oligodendrocyte,37,36
V1898,S1453,S1453,Pvalb,37,37
V12309,S1453,S1453,Astrocyte,37,37
V14982,S1453,S1453,Oligodendrocyte,37,37
V16762,S1453,S1453,Granule,37,37
V21902,S1453,S1453,Bergmann,37,37
V17368,S1453,S1453,Oligodendrocyte,37,37
V9968,S1453,S1453,Fibroblast,37,37
V3046,S1454,S1454,Nnat,37,38
V3458,S1454,S1454,Oligodendrocyte,37,38
V12139,S1454,S1454,Oligodendrocyte,37,38
V12185,S1454,S1454,Astrocyte,37,38
V11619,S1454,S1567,Oligodendrocyte,37,38
V15509,S1455,S1455,Endothelial,37,39
V17550,S1455,S1455,Endothelial,37,39
V21411,S1455,S1455,Choroid,37,39
V22626,S1455,S1455,Oligodendrocyte,37,39
V9106,S1455,S1455,Granule,37,39
V11471,S1455,S1455,Oligodendrocyte,37,39
V21074,S1455,S1455,Choroid,37,39
V11602,S1456,S1456,Endothelial,37,41
V13884,S1456,S1456,Oligodendrocyte,37,41
V17450,S1456,S1456,Oligodendrocyte,37,41
V18686,S1456,S1456,Astrocyte,37,41
V3173,S1456,S795,Oligodendrocyte,37,41
V292,S1457,S1457,Oligodendrocyte,37,42
V1307,S1457,S1457,Granule,37,42
V20001,S1457,S1457,Oligodendrocyte,37,42
V8231,S1457,S1457,Oligodendrocyte,37,42
V8182,S1458,S1458,Granule,37,43
V13483,S1458,S1458,Granule,37,43
V17029,S1458,S1458,Astrocyte,37,43
V22474,S1458,S1458,Astrocyte,37,43
V3288,S1458,S1458,Microglia,37,43
V15410,S1459,S1459,Endothelial,37,44
V18716,S1459,S1459,Granule,37,44
V9270,S1459,S1459,Granule,37,44
V10379,S1459,S1459,Bergmann,37,44
V10625,S1459,S1459,Granule,37,44
V1030,S1460,S1460,Granule,37,45
V17430,S1460,S1460,Granule,37,45
V18078,S1460,S1460,Granule,37,45
V1064,S1460,S1460,Granule,37,45
V10076,S1460,S1460,Granule,37,45
V5831,S1461,S1461,Granule,37,46
V8255,S1461,S1461,Fibroblast,37,46
V8270,S1461,S1461,Granule,37,46
V17184,S1461,S1461,Granule,37,46
V859,S1461,S1461,Astrocyte,37,46
V16058,S1461,S1461,Nnat,37,46
V5230,S1462,S1462,Granule,37,47
V10495,S1462,S1462,Granule,37,47
V18083,S1462,S1462,Astrocyte,37,47
V8655,S1462,S1462,Granule,37,47
V13013,S1462,S1462,Granule,37,47
V5158,S1463,S1463,Granule,37,48
V5698,S1463,S1463,Granule,37,48
V9885,S1463,S1463,Granule,37,48
V22339,S1463,S1463,Granule,37,48
V17926,S1463,S1463,Granule,37,48
V9124,S1464,S1464,Granule,37,49
V19551,S1464,S1464,Granule,37,49
V21442,S1464,S1464,Fibroblast,37,49
V14067,S1464,S241,Granule,37,49
V2390,S1465,S1465,Granule,37,50
V9677,S1465,S1465,Granule,37,50
V20913,S1465,S1465,Granule,37,50
V13506,S1465,S1465,Granule,37,50
V13230,S1465,S1465,Granule,37,50
V1634,S1466,S1466,Granule,37,51
V11178,S1466,S1466,Granule,37,51
V17543,S1466,S1466,Granule,37,51
V18957,S1466,S1466,Granule,37,51
V23076,S1466,S1466,Granule,37,51
V4388,S1466,S1466,Granule,37,51
V7375,S1467,S1467,Granule,37,52
V10296,S1467,S1467,Granule,37,52
V20039,S1467,S1467,Granule,37,52
V11251,S1467,S1467,Granule,37,52
V4923,S1468,S1468,Pvalb,37,53
V5005,S1468,S1468,Pvalb,37,53
V8795,S1468,S1468,Granule,37,53
V14134,S1468,S1468,Pvalb,37,53
V18787,S1468,S1468,Granule,37,53
V1215,S1468,S3109,Pvalb,37,53
V4834,S1469,S1469,Granule,37,54
V15357,S1469,S1469,Granule,37,54
V18143,S1469,S1469,Granule,37,54
V21217,S1469,S1469,Granule,37,54
V20951,S1469,S1469,Granule,37,54
V1821,S1469,S1469,Granule,37,54
V11012,S1470,S1470,Granule,37,55
V11368,S1470,S1470,Granule,37,55
V22525,S1470,S1470,Granule,37,55
V23027,S1470,S1470,Granule,37,55
V2886,S1470,S1470,Endothelial,37,55
V8343,S1471,S1471,Granule,37,56
V8660,S1471,S1471,Granule,37,56
V4156,S1471,S1471,Granule,37,56
V4189,S1471,S1471,Granule,37,56
V19285,S1471,S1471,Granule,37,56
V916,S1472,S1472,Granule,37,57
V16637,S1472,S1472,Fibroblast,37,57
V2547,S1472,S1472,Granule,37,57
V22297,S1472,S1472,Granule,37,57
V1277,S1472,S1472,Purkinje,37,57
V8997,S1473,S1473,Granule,37,58
V12795,S1473,S1473,Purkinje,37,58
V13784,S1473,S1473,Granule,37,58
V14527,S1473,S1473,Granule,37,58
V3452,S1473,S1473,Granule,37,58
V10761,S1473,S1473,Granule,37,58
V5159,S1474,S1474,Granule,37,59
V13764,S1474,S1474,Granule,37,59
V17076,S1474,S1474,Granule,37,59
V18938,S1474,S1474,Granule,37,59
V22753,S1474,S1474,Bergmann,37,59
V14343,S1474,S1474,Granule,37,59
V9169,S1474,S1474,Purkinje,37,59
V10823,S1475,S1475,Granule,37,60
V11255,S1475,S1475,Granule,37,60
V13003,S1475,S1475,Granule,37,60
V10452,S1475,S1475,Bergmann,37,60
V1738,S1475,S1475,Purkinje,37,60
V5270,S1475,S1475,Purkinje,37,60
V637,S1476,S1476,Granule,37,61
V1686,S1476,S1476,Granule,37,61
V9268,S1476,S1476,Purkinje,37,61
V9649,S1476,S1476,Granule,37,61
V17017,S1476,S1476,Nnat,37,61
V20007,S1476,S185,Granule,37,61
V2412,S1477,S1477,Granule,37,62
V13801,S1477,S1477,Granule,37,62
V15303,S1477,S1477,Granule,37,62
V15713,S1477,S1477,Granule,37,62
V5777,S1477,S1477,Bergmann,37,62
V13848,S1477,S1477,Granule,37,62
V16101,S1477,S1477,Granule,37,62
V2341,S1478,S1478,Granule,37,63
V10324,S1478,S1478,Fibroblast,37,63
V18913,S1478,S1478,Granule,37,63
V2906,S1478,S1478,Bergmann,37,63
V14555,S1478,S1478,Bergmann,37,63
V4026,S1479,S1479,Granule,37,64
V14188,S1479,S1479,Granule,37,64
V20815,S1479,S1479,Purkinje,37,64
V23162,S1480,S1480,Granule,37,65
V18236,S1480,S1480,Granule,37,65
V15222,S1480,S1480,Granule,37,65
V13280,S1480,S1480,Bergmann,37,65
V10040,S1480,S1480,Granule,37,65
V725,S1480,S1480,Granule,37,65
V572,S1481,S1481,Granule,37,66
V8205,S1481,S1481,Granule,37,66
V11822,S1481,S1481,Granule,37,66
V4107,S1482,S1482,Granule,37,67
V11099,S1482,S1482,Pvalb,37,67
V11428,S1482,S1482,Granule,37,67
V12373,S1482,S1482,Fibroblast,37,67
V13911,S1482,S1482,Granule,37,67
V10938,S1482,S1482,Granule,37,67
V2971,S1483,S1483,Granule,37,68
V15976,S1483,S1483,Fibroblast,37,68
V20772,S1483,S1483,Granule,37,68
V6797,S1483,S1483,Granule,37,68
V12032,S1483,S1483,Granule,37,68
V21223,S1484,S1484,Granule,37,69
V23290,S1484,S1484,Fibroblast,37,69
V3364,S1485,S1485,Granule,37,70
V17663,S1485,S1485,Granule,37,70
V21629,S1485,S1485,Granule,37,70
V11553,S1485,S1485,Granule,37,70
V23367,S1485,S1485,Granule,37,70
V15561,S1485,S1485,Granule,37,70
V22098,S1485,S1485,Granule,37,70
V1226,S1486,S1486,Granule,37,71
V2609,S1486,S1486,Granule,37,71
V3291,S1486,S1486,Fibroblast,37,71
V12410,S1486,S1486,Oligodendrocyte,37,71
V14559,S1486,S1486,Granule,37,71
V1214,S1486,S1486,Oligodendrocyte,37,71
V444,S1487,S1487,Bergmann,37,72
V18484,S1487,S1487,Fibroblast,37,72
V23132,S1487,S1487,Bergmann,37,72
V22291,S1487,S1487,Choroid,37,72
V2727,S1487,S1487,Astrocyte,37,72
V9712,S1487,S519,Bergmann,37,72
V3346,S1488,S1488,Granule,37,73
V9608,S1488,S1488,Astrocyte,37,73
V11459,S1488,S1488,Choroid,37,73
V19792,S1488,S1488,Oligodendrocyte,37,73
V20522,S1488,S1488,Microglia,37,73
V6605,S1489,S1489,Oligodendrocyte,37,74
V10492,S1489,S1489,Granule,37,74
V12010,S1489,S1489,Oligodendrocyte,37,74
V12077,S1489,S1489,Granule,37,74
V21012,S1489,S1489,Oligodendrocyte,37,74
V21505,S1489,S1489,Endothelial,37,74
V10589,S1489,S1489,Oligodendrocyte,37,74
V7926,S1490,S1490,Oligodendrocyte,37,75
V8729,S1490,S1490,Granule,37,75
V10790,S1490,S1490,Fibroblast,37,75
V18946,S1490,S1490,Granule,37,75
V6240,S1490,S1490,Granule,37,75
V4364,S1491,S1491,Granule,37,76
V17705,S1491,S1491,Granule,37,76
V19634,S1491,S1491,Astrocyte,37,76
V911,S1492,S1492,Granule,37,77
V5993,S1492,S1492,Granule,37,77
V10344,S1492,S1492,Granule,37,77
V14138,S1492,S1492,Granule,37,77
V4594,S1492,S1492,Granule,37,77
V6810,S1492,S1492,Granule,37,77
V14369,S1493,S1493,Granule,37,78
V22472,S1493,S1493,Granule,37,78
V9441,S1493,S1493,Granule,37,78
V21897,S1493,S1493,Granule,37,78
V2138,S1494,S1494,Granule,37,79
V13871,S1494,S1494,Granule,37,79
V20823,S1494,S1494,Granule,37,79
V22196,S1494,S1494,Microglia,37,79
V7756,S1494,S1494,Granule,37,79
V10090,S1494,S1494,Granule,37,79
V7841,S1495,S1495,Granule,37,80
V10019,S1495,S1495,Granule,37,80
V17740,S1495,S1495,Granule,37,80
V20529,S1495,S1495,Granule,37,80
V9685,S1496,S1496,Granule,37,81
V14169,S1496,S1496,Granule,37,81
V18072,S1496,S1496,Endothelial,37,81
V19826,S1496,S1496,Granule,37,81
V21128,S1496,S1496,Granule,37,81
V4082,S1496,S1496,Granule,37,81
V4567,S1497,S1497,Granule,37,82
V4572,S1497,S1497,Oligodendrocyte,37,82
V6630,S1497,S1497,Purkinje,37,82
V17576,S1497,S1497,Granule,37,82
V8136,S1497,S1497,Granule,37,82
V23077,S1497,S1497,Granule,37,82
V16748,S1497,S1497,Pvalb,37,82
V7425,S1497,S4678,Granule,37,82
V2573,S1498,S1498,Granule,37,83
V18073,S1498,S1498,Granule,37,83
V20862,S1498,S1498,Bergmann,37,83
V15194,S1498,S1498,Purkinje,37,83
V5296,S1498,S1498,Purkinje,37,83
V15318,S1498,S1856,Granule,37,83
V2342,S1499,S1499,Purkinje,37,84
V11650,S1499,S1499,Granule,37,84
V13042,S1499,S1499,Granule,37,84
V16661,S1499,S1499,Granule,37,84
V20375,S1499,S1499,Granule,37,84
V18577,S1499,S1499,Bergmann,37,84
V1388,S1500,S1500,Purkinje,37,85
V6407,S1500,S1500,Granule,37,85
V14037,S1500,S1500,Granule,37,85
V14359,S1500,S1500,Purkinje,37,85
V1062,S1500,S1500,Purkinje,37,85
V16068,S1500,S1500,Purkinje,37,85
V13924,S1500,S1500,Bergmann,37,85
V23196,S1501,S1501,Bergmann,37,87
V2364,S1502,S1502,Granule,37,93
V13583,S1502,S1502,Granule,37,93
V17988,S1502,S1502,Granule,37,93
V7823,S1502,S2519,Granule,37,93
V10337,S1503,S1503,Nnat,37,94
V16825,S1504,S1504,Purkinje,37,97
V7039,S1505,S1505,Purkinje,38,10
V21166,S1505,S1505,Purkinje,38,10
V8996,S1506,S1506,Granule,38,11
V10737,S1506,S1506,Bergmann,38,11
V16485,S1506,S1506,Granule,38,11
V22845,S1506,S1506,Bergmann,38,11
V3873,S1506,S1506,Microglia,38,11
V9004,S1506,S1506,Bergmann,38,11
V2189,S1507,S1507,Purkinje,38,12
V6881,S1507,S1507,Pvalb,38,12
V18878,S1507,S1507,Granule,38,12
V15981,S1507,S1507,Fibroblast,38,12
V5808,S1507,S1507,Purkinje,38,12
V21593,S1507,S3364,Granule,38,12
V2853,S1508,S1508,Endothelial,38,13
V6384,S1508,S1508,Bergmann,38,13
V15878,S1508,S1508,Bergmann,38,13
V13739,S1508,S439,Endothelial,38,13
V17179,S1508,S1232,Endothelial,38,13
V2398,S1508,S1107,Endothelial,38,13
V15606,S1509,S1509,Bergmann,38,14
V21775,S1509,S1509,Purkinje,38,14
V18543,S1509,S1509,Granule,38,14
V18715,S1509,S1509,Bergmann,38,14
V4674,S1510,S1510,Granule,38,15
V11329,S1510,S1510,Granule,38,15
V17211,S1510,S1510,Granule,38,15
V4012,S1511,S1511,Astrocyte,38,16
V11903,S1512,S1512,Bergmann,38,17
V16269,S1512,S1512,Granule,38,17
V22054,S1512,S1512,Granule,38,17
V3852,S1513,S1513,Pvalb,38,18
V18388,S1513,S1513,Granule,38,18
V23036,S1513,S1513,Fibroblast,38,18
V2761,S1513,S1513,Granule,38,18
V2003,S1513,S1513,Granule,38,18
V4616,S1513,S1513,Bergmann,38,18
V1510,S1514,S1514,Granule,38,19
V5185,S1514,S1514,Granule,38,19
V16663,S1514,S1514,Granule,38,19
V21377,S1514,S1514,Microglia,38,19
V11754,S1514,S1514,Granule,38,19
V1135,S1515,S1515,Granule,38,20
V8183,S1515,S1515,Granule,38,20
V8329,S1515,S1515,Nnat,38,20
V9074,S1515,S1515,Oligodendrocyte,38,20
V13582,S1515,S1515,Granule,38,20
V17650,S1515,S1515,Oligodendrocyte,38,20
V8401,S1516,S1516,Bergmann,38,21
V14932,S1516,S1516,Fibroblast,38,21
V4520,S1516,S1516,Bergmann,38,21
V6655,S1517,S1517,Fibroblast,38,22
V14734,S1517,S1517,Astrocyte,38,22
V16368,S1517,S1517,Astrocyte,38,22
V10997,S1517,S1517,Choroid,38,22
V6471,S1517,S1517,Oligodendrocyte,38,22
V21036,S1517,S2816,Astrocyte,38,22
V20355,S1518,S1518,Bergmann,38,23
V20608,S1518,S1518,Bergmann,38,23
V5425,S1518,S2066,Bergmann,38,23
V2414,S1519,S1519,Astrocyte,38,24
V7546,S1519,S1519,Granule,38,24
V12446,S1519,S1519,Granule,38,24
V18898,S1519,S1519,Oligodendrocyte,38,24
V14714,S1519,S1519,Oligodendrocyte,38,24
V4300,S1519,S1519,Astrocyte,38,24
V2639,S1520,S1520,Granule,38,25
V4155,S1520,S1520,Pvalb,38,25
V9501,S1520,S1520,Granule,38,25
V15664,S1520,S1520,Oligodendrocyte,38,25
V3136,S1520,S1520,Oligodendrocyte,38,25
V13199,S1520,S1520,Granule,38,25
V467,S1521,S1521,Granule,38,26
V6947,S1521,S1521,Granule,38,26
V17112,S1522,S1522,Granule,38,27
V21064,S1522,S1522,Granule,38,27
V20505,S1522,S1522,Granule,38,27
V3491,S1522,S1522,Granule,38,27
V6990,S1523,S1523,Granule,38,28
V11105,S1523,S1523,Granule,38,28
V17255,S1523,S1523,Granule,38,28
V21562,S1523,S1523,Granule,38,28
V2362,S1523,S1523,Granule,38,28
V3583,S1523,S1523,Granule,38,28
V4738,S1524,S1524,Granule,38,29
V9966,S1524,S1524,Granule,38,29
V11343,S1524,S1524,Fibroblast,38,29
V18317,S1524,S1524,Granule,38,29
V18721,S1524,S1524,Granule,38,29
V2981,S1524,S1524,Granule,38,29
V695,S1525,S1525,Granule,38,30
V19910,S1525,S1525,Granule,38,30
V532,S1526,S1526,Pvalb,38,31
V13885,S1526,S1526,Granule,38,31
V6836,S1527,S1527,Granule,38,33
V22566,S1527,S1527,Granule,38,33
V4476,S1527,S1527,Granule,38,33
V3344,S1527,S1527,Bergmann,38,33
V1824,S1527,S1527,Granule,38,33
V2589,S1528,S1528,Granule,38,34
V12024,S1528,S1528,Oligodendrocyte,38,34
V12483,S1528,S1528,Granule,38,34
V21516,S1528,S1528,Oligodendrocyte,38,34
V9515,S1528,S1528,Granule,38,34
V14074,S1529,S1529,Oligodendrocyte,38,35
V23199,S1529,S1529,Oligodendrocyte,38,35
V21287,S1529,S2453,Oligodendrocyte,38,35
V1126,S1530,S1530,Oligodendrocyte,38,36
V10654,S1530,S1530,Astrocyte,38,36
V20935,S1530,S1530,Granule,38,36
V4322,S1531,S1531,Bergmann,38,37
V7597,S1531,S1531,Oligodendrocyte,38,37
V20489,S1531,S1531,Granule,38,37
V14994,S1531,S1531,Granule,38,37
V3634,S1532,S1532,Oligodendrocyte,38,38
V15438,S1532,S1532,Fibroblast,38,38
V21211,S1532,S1532,Oligodendrocyte,38,38
V8657,S1532,S1532,Oligodendrocyte,38,38
V9779,S1532,S1532,Oligodendrocyte,38,38
V2347,S1533,S1533,Oligodendrocyte,38,39
V21016,S1533,S1533,Oligodendrocyte,38,39
V21407,S1533,S1533,Granule,38,39
V10096,S1533,S1533,Granule,38,39
V3245,S1534,S1534,Oligodendrocyte,38,40
V5322,S1534,S1534,Bergmann,38,40
V16295,S1534,S1534,Oligodendrocyte,38,40
V16795,S1534,S1534,Oligodendrocyte,38,40
V3000,S1534,S1534,Granule,38,40
V2164,S1535,S1535,Bergmann,38,41
V18825,S1535,S1535,Oligodendrocyte,38,41
V4034,S1536,S1536,Granule,38,42
V7568,S1536,S1536,Granule,38,42
V20453,S1536,S1536,Oligodendrocyte,38,42
V23018,S1536,S1536,Granule,38,42
V5345,S1537,S1537,Nnat,38,43
V9764,S1537,S1537,Oligodendrocyte,38,43
V12731,S1537,S1537,Bergmann,38,43
V15845,S1537,S3044,Nnat,38,43
V3422,S1537,S1841,Nnat,38,43
V3083,S1538,S1538,Granule,38,44
V7852,S1538,S1538,Oligodendrocyte,38,44
V10489,S1538,S1538,Oligodendrocyte,38,44
V6687,S1538,S1538,Bergmann,38,44
V10640,S1538,S1538,Bergmann,38,44
V1258,S1539,S1539,Microglia,38,45
V1820,S1539,S1539,Nnat,38,45
V4457,S1539,S1539,Choroid,38,45
V5392,S1539,S1539,Oligodendrocyte,38,45
V22062,S1539,S1539,Granule,38,45
V22906,S1539,S1539,Bergmann,38,45
V12136,S1539,S2059,Granule,38,45
V6490,S1540,S1540,Granule,38,46
V9652,S1540,S1540,Endothelial,38,46
V16208,S1540,S1540,Granule,38,46
V7244,S1540,S1540,Microglia,38,46
V6341,S1541,S1541,Oligodendrocyte,38,47
V11978,S1541,S1541,Oligodendrocyte,38,47
V12125,S1541,S1541,Oligodendrocyte,38,47
V17080,S1541,S1541,Endothelial,38,47
V9279,S1541,S1541,Endothelial,38,47
V2299,S1542,S1542,Bergmann,38,48
V2624,S1542,S1542,Astrocyte,38,48
V6472,S1542,S1542,Astrocyte,38,48
V10520,S1542,S1542,Endothelial,38,48
V5472,S1543,S1543,Granule,38,49
V17727,S1543,S1543,Fibroblast,38,49
V20514,S1543,S1543,Granule,38,49
V2037,S1543,S1543,Granule,38,49
V16404,S1543,S1543,Granule,38,49
V20036,S1543,S1543,Granule,38,49
V8173,S1543,S1543,Granule,38,49
V18027,S1544,S1544,Granule,38,50
V20336,S1544,S1544,Oligodendrocyte,38,50
V19559,S1544,S2541,Oligodendrocyte,38,50
V1413,S1545,S1545,Granule,38,51
V16224,S1545,S1545,Pvalb,38,51
V19272,S1545,S1545,Microglia,38,51
V20157,S1545,S1545,Nnat,38,51
V6168,S1545,S1545,Granule,38,51
V3534,S1546,S1546,Granule,38,52
V9699,S1546,S1546,Astrocyte,38,52
V17174,S1546,S1546,Granule,38,52
V19538,S1546,S1546,Granule,38,52
V4980,S1547,S1547,Granule,38,53
V10785,S1547,S1547,Oligodendrocyte,38,53
V14105,S1547,S1547,Granule,38,53
V20121,S1547,S1547,Granule,38,53
V21379,S1547,S1547,Granule,38,53
V77,S1548,S1548,Granule,38,54
V340,S1548,S1548,Granule,38,54
V5129,S1548,S1548,Granule,38,54
V6119,S1548,S1548,Granule,38,54
V502,S1549,S1549,Granule,38,55
V10884,S1549,S1549,Granule,38,55
V15253,S1549,S1549,Granule,38,55
V21278,S1549,S1549,Granule,38,55
V21584,S1549,S1549,Granule,38,55
V5553,S1550,S1550,Granule,38,56
V8021,S1550,S1550,Granule,38,56
V11687,S1550,S1550,Granule,38,56
V1912,S1551,S1551,Granule,38,57
V6122,S1551,S1551,Granule,38,57
V13585,S1551,S1551,Granule,38,57
V9607,S1552,S1552,Granule,38,58
V10111,S1552,S1552,Granule,38,58
V19429,S1552,S1552,Granule,38,58
V21581,S1552,S1552,Granule,38,58
V2748,S1553,S1553,Granule,38,59
V17457,S1553,S1553,Granule,38,59
V1938,S1553,S1553,Granule,38,59
V21336,S1553,S1553,Granule,38,59
V624,S1553,S1553,Granule,38,59
V1517,S1554,S1554,Granule,38,60
V6400,S1554,S1554,Granule,38,60
V11474,S1554,S1554,Granule,38,60
V18100,S1554,S1554,Granule,38,60
V20693,S1554,S1554,Granule,38,60
V21060,S1554,S1554,Granule,38,60
V1819,S1555,S1555,Purkinje,38,61
V10242,S1555,S1555,Granule,38,61
V1789,S1556,S1556,Oligodendrocyte,38,62
V8316,S1556,S1556,Granule,38,62
V10988,S1556,S1556,Granule,38,62
V11048,S1556,S1556,Granule,38,62
V15867,S1556,S1556,Pvalb,38,62
V23164,S1556,S2939,Granule,38,62
V21262,S1557,S1557,Granule,38,63
V21750,S1557,S1557,Granule,38,63
V1747,S1557,S1557,Granule,38,63
V12518,S1557,S1557,Granule,38,63
V1920,S1557,S1557,Granule,38,63
V10427,S1557,S1557,Granule,38,63
V5410,S1557,S1557,Pvalb,38,63
V4031,S1558,S1558,Granule,38,64
V15099,S1558,S1558,Granule,38,64
V14091,S1558,S1558,Granule,38,64
V12656,S1558,S1558,Astrocyte,38,64
V15218,S1558,S1558,Oligodendrocyte,38,64
V5845,S1558,S1558,Pvalb,38,64
V14554,S1559,S1559,Granule,38,65
V17725,S1559,S1559,Granule,38,65
V22518,S1559,S1559,Granule,38,65
V17712,S1559,S1559,Oligodendrocyte,38,65
V10712,S1559,S1559,Granule,38,65
V18416,S1559,S1559,Astrocyte,38,65
V17731,S1559,S1559,Oligodendrocyte,38,65
V11271,S1560,S1560,Granule,38,66
V17502,S1560,S1560,Granule,38,66
V13343,S1560,S1560,Granule,38,66
V15856,S1560,S1560,Bergmann,38,66
V12928,S1560,S1560,Granule,38,66
V13731,S1561,S1561,Granule,38,67
V14628,S1561,S1561,Granule,38,67
V18998,S1561,S1561,Granule,38,67
V3250,S1561,S1561,Oligodendrocyte,38,67
V15711,S1561,S1561,Microglia,38,67
V12859,S1561,S1561,Granule,38,67
V4137,S1562,S1562,Astrocyte,38,68
V6963,S1562,S1562,Granule,38,68
V9821,S1562,S1562,Fibroblast,38,68
V12707,S1562,S1562,Fibroblast,38,68
V21157,S1562,S1562,Astrocyte,38,68
V10987,S1563,S1563,Oligodendrocyte,38,69
V12282,S1563,S1563,Granule,38,69
V18323,S1563,S1563,Oligodendrocyte,38,69
V20434,S1563,S1563,Pvalb,38,69
